date;sensor;temperature;vibration
2020-01-07 07:13:07;50;218.07;-1405.49
2020-01-07 07:13:07;60;25.8;-5739.78
2020-01-07 07:13:07;64;427.97;2300.78
2020-01-07 07:13:07;86;90.49;7574.23
2020-01-07 07:13:07;90;167.3;7908.75
2020-01-07 07:13:07;95;155.19;1763.19
2020-01-02 21:22:58;14;29.74;4178.28
2020-01-02 21:22:58;31;317.89;-2045.22
2020-01-02 21:22:58;53;190.84;-1868.76
2020-01-02 21:22:58;62;198.22;2403.03
2020-01-02 21:22:58;77;260.59;-4798.4
2020-01-02 21:22:58;79;430.12;-5363.79
2020-01-02 21:22:58;83;84.38;5386.67
2020-01-02 21:22:58;94;209.44;6504.57
2020-01-30 22:58:32;24;232.13;2570.43
2020-01-30 22:58:32;33;51.5;7045.84
2020-01-30 22:58:32;35;305.66;-773.47
2020-01-30 22:58:32;55;222.3;6424.17
2020-01-30 22:58:32;63;434.01;-1310.14
2020-01-30 22:58:32;70;392.01;9183.01
2020-01-30 22:58:32;72;460.2;-9715.1
2020-01-30 22:58:32;82;469.09;-5628.01
2020-01-30 22:58:32;96;122.5;-5975.48
2020-03-04 16:53:29;4;401.09;3133.82
2020-03-04 16:53:29;17;423.44;-539.0
2020-03-04 16:53:29;25;234.08;-1881.61
2020-03-04 16:53:29;29;79.49;5337.52
2020-03-04 16:53:29;32;420.89;4501.39
2020-03-04 16:53:29;40;43.6;-7791.77
2020-03-04 16:53:29;92;499.03;-7856.81
2020-03-04 20:50:41;12;347.59;-9948.23
2020-03-04 20:50:41;16;257.93;6812.72
2020-03-04 20:50:41;27;117.58;4381.85
2020-03-04 20:50:41;51;273.84;1254.06
2020-03-04 20:50:41;56;37.01;-5203.05
2020-03-04 20:50:41;81;126.85;-9014.47
2020-03-04 20:50:41;89;3.61;8549.45
2020-02-06 21:23:12;8;134.85;-7417.1
2020-02-06 21:23:12;45;387.27;-1014.76
2020-02-06 21:23:12;61;267.28;-8525.86
2020-02-06 21:23:12;87;141.47;-9669.21
2020-02-06 21:23:12;88;198.89;5924.31
2020-02-06 21:23:12;93;235.21;5818.45
2020-01-28 13:53:46;11;339.73;3902.64
2020-01-28 13:53:46;15;98.96;-8298.21
2020-01-28 13:53:46;20;346.25;5803.65
2020-01-28 13:53:46;21;265.5;8588.06
2020-01-28 13:53:46;36;195.71;-2163.11
2020-01-28 13:53:46;59;201.26;-1342.66
2020-03-01 04:27:45;8;113.49;2751.44
2020-03-01 04:27:45;45;5.53;-8739.9
2020-03-01 04:27:45;61;145.63;1611.79
2020-03-01 04:27:45;87;80.13;9702.17
2020-03-01 04:27:45;88;172.23;530.69
2020-03-01 04:27:45;93;282.09;-6330.29
2020-01-12 18:32:50;14;17.94;-6147.38
2020-01-12 18:32:50;31;319.05;-6935.94
2020-01-12 18:32:50;53;323.85;6712.25
2020-01-12 18:32:50;62;195.63;-8368.51
2020-01-12 18:32:50;77;229.44;-3632.22
2020-01-12 18:32:50;79;284.25;-9834.68
2020-01-12 18:32:50;83;491.96;-5551.39
2020-01-12 18:32:50;94;379.54;-5255.56
2020-01-09 05:29:46;37;486.43;4923.87
2020-01-09 05:29:46;38;50.64;-892.07
2020-01-09 05:29:46;39;327.26;-9047.9
2020-01-09 05:29:46;41;115.01;-511.74
2020-01-09 05:29:46;65;397.04;-9836.15
2020-01-09 05:29:46;66;219.61;-9919.61
2020-01-09 05:29:46;76;134.32;-9368.72
2020-01-09 05:29:46;80;82.28;-3382.26
2020-01-09 05:29:46;100;324.24;-6358.77
2019-12-07 12:08:47;37;434.68;-1189.11
2019-12-07 12:08:47;38;298.37;-3037.45
2019-12-07 12:08:47;39;173.21;4736.74
2019-12-07 12:08:47;41;337.95;-9136.4
2019-12-07 12:08:47;65;32.3;4099.03
2019-12-07 12:08:47;66;297.8;-395.6
2019-12-07 12:08:47;76;305.04;-7529.4
2019-12-07 12:08:47;80;97.04;-1388.8
2019-12-07 12:08:47;100;285.55;-706.03
2020-02-11 12:40:32;12;386.99;-6011.5
2020-02-11 12:40:32;16;463.53;9352.16
2020-02-11 12:40:32;27;433.41;1086.04
2020-02-11 12:40:32;51;66.3;3453.05
2020-02-11 12:40:32;56;442.74;-504.21
2020-02-11 12:40:32;81;247.34;-1392.48
2020-02-11 12:40:32;89;260.39;8914.55
2020-02-21 13:01:55;6;305.18;-5146.46
2020-02-21 13:01:55;18;253.9;-5639.78
2020-02-21 13:01:55;49;275.19;-7274.34
2020-02-21 13:01:55;50;60.67;7049.03
2020-02-21 13:01:55;60;405.96;-3613.5
2020-02-21 13:01:55;64;228.81;-289.85
2020-02-21 13:01:55;86;107.83;897.06
2020-02-21 13:01:55;90;7.04;1542.44
2020-02-21 13:01:55;95;170.07;9114.12
2020-01-25 03:40:52;1;102.29;-8865.93
2020-01-25 03:40:52;10;5.7;5821.0
2020-01-25 03:40:52;13;283.35;3808.81
2020-01-25 03:40:52;28;13.01;3512.68
2020-01-25 03:40:52;58;93.13;9721.87
2020-01-25 03:40:52;91;175.41;-6677.93
2020-01-25 03:40:52;97;492.12;-4306.76
2019-12-17 16:42:52;2;186.69;1541.19
2019-12-17 16:42:52;7;66.33;-2609.57
2019-12-17 16:42:52;19;476.36;-3382.67
2019-12-17 16:42:52;26;256.75;3342.63
2019-12-17 16:42:52;30;351.09;-1436.06
2019-12-17 16:42:52;57;352.33;3792.15
2019-12-17 16:42:52;69;21.97;8781.69
2019-12-17 16:42:52;75;387.9;7092.33
2020-01-01 07:22:39;3;327.52;7920.29
2020-01-01 07:22:39;9;203.05;4323.43
2020-01-01 07:22:39;22;471.47;-5512.51
2020-01-01 07:22:39;23;315.74;-505.71
2020-01-01 07:22:39;48;104.44;9806.86
2020-01-01 07:22:39;68;34.57;2972.65
2020-01-01 07:22:39;71;173.06;-6590.81
2020-01-01 07:22:39;73;117.65;5715.82
2020-01-01 07:22:39;85;284.22;-6082.04
2020-02-17 02:28:18;2;339.19;-9059.9
2020-02-17 02:28:18;7;167.47;-4255.09
2020-02-17 02:28:18;19;361.2;-7236.8
2020-02-17 02:28:18;26;287.12;4938.75
2020-02-17 02:28:18;30;191.73;1954.78
2020-02-17 02:28:18;57;77.62;-9534.64
2020-02-17 02:28:18;69;167.95;-8986.28
2020-02-17 02:28:18;75;44.73;4797.59
2020-02-21 14:33:54;34;129.21;-6360.29
2020-02-21 14:33:54;46;218.37;1362.76
2020-02-21 14:33:54;47;314.86;-2546.9
2020-02-21 14:33:54;52;354.33;-4327.89
2020-02-21 14:33:54;74;79.15;-2580.81
2020-02-21 14:33:54;78;234.92;265.82
2020-02-21 14:33:54;84;314.72;-932.53
2020-02-02 21:02:43;3;44.38;3422.44
2020-02-02 21:02:43;9;28.98;-1943.51
2020-02-02 21:02:43;22;7.1;-3014.25
2020-02-02 21:02:43;23;28.97;3683.82
2020-02-02 21:02:43;48;234.63;-3428.47
2020-02-02 21:02:43;68;475.58;5300.5
2020-02-02 21:02:43;71;240.61;-8300.16
2020-02-02 21:02:43;73;303.16;-4127.03
2020-02-02 21:02:43;85;308.76;-320.56
2020-02-09 16:56:34;8;222.88;-7200.12
2020-02-09 16:56:34;45;466.04;2432.79
2020-02-09 16:56:34;61;368.08;-5620.43
2020-02-09 16:56:34;87;11.31;-4542.2
2020-02-09 16:56:34;88;265.96;-5662.08
2020-02-09 16:56:34;93;347.54;-9515.76
2020-03-07 14:36:45;37;458.23;-8197.44
2020-03-07 14:36:45;38;298.71;-72.47
2020-03-07 14:36:45;39;137.2;1933.64
2020-03-07 14:36:45;41;237.94;2783.84
2020-03-07 14:36:45;65;455.16;6521.15
2020-03-07 14:36:45;66;394.34;8034.32
2020-03-07 14:36:45;76;458.43;4499.73
2020-03-07 14:36:45;80;205.5;-2284.07
2020-03-07 14:36:45;100;330.18;-8016.91
2020-02-11 21:57:31;2;366.26;-3136.84
2020-02-11 21:57:31;7;248.83;-2262.67
2020-02-11 21:57:31;19;211.98;-3339.41
2020-02-11 21:57:31;26;358.69;-4805.77
2020-02-11 21:57:31;30;59.55;-1800.67
2020-02-11 21:57:31;57;210.38;-522.58
2020-02-11 21:57:31;69;141.14;-3841.91
2020-02-11 21:57:31;75;116.61;-1589.08
2020-02-01 13:48:37;34;239.9;5081.64
2020-02-01 13:48:37;46;309.14;7562.82
2020-02-01 13:48:37;47;33.98;-8715.49
2020-02-01 13:48:37;52;360.35;-5468.71
2020-02-01 13:48:37;74;329.67;1337.29
2020-02-01 13:48:37;78;117.96;8702.2
2020-02-01 13:48:37;84;239.0;359.81
2020-02-07 05:27:41;34;441.95;2733.44
2020-02-07 05:27:41;46;482.99;-2361.79
2020-02-07 05:27:41;47;139.81;-249.73
2020-02-07 05:27:41;52;291.63;-9135.16
2020-02-07 05:27:41;74;385.63;1676.42
2020-02-07 05:27:41;78;386.31;8492.98
2020-02-07 05:27:41;84;21.73;-2464.89
2019-12-11 17:08:46;34;237.33;1346.49
2019-12-11 17:08:46;46;230.42;7542.45
2019-12-11 17:08:46;47;122.38;-2062.53
2019-12-11 17:08:46;52;62.92;-6907.07
2019-12-11 17:08:46;74;185.8;1933.78
2019-12-11 17:08:46;78;342.95;-2512.9
2019-12-11 17:08:46;84;77.75;-1438.18
2020-03-03 12:24:30;37;408.3;7843.29
2020-03-03 12:24:30;38;305.27;-3921.11
2020-03-03 12:24:30;39;460.65;675.14
2020-03-03 12:24:30;41;40.25;-3796.06
2020-03-03 12:24:30;65;302.96;-8325.02
2020-03-03 12:24:30;66;106.14;-3629.58
2020-03-03 12:24:30;76;273.51;6134.15
2020-03-03 12:24:30;80;265.05;-5277.96
2020-03-03 12:24:30;100;20.9;8211.71
2019-12-29 11:20:20;6;334.11;-234.77
2019-12-29 11:20:20;18;405.42;3517.02
2019-12-29 11:20:20;49;321.27;3201.55
2019-12-29 11:20:20;50;292.04;8125.41
2019-12-29 11:20:20;60;4.61;3064.57
2019-12-29 11:20:20;64;328.34;-4709.72
2019-12-29 11:20:20;86;298.74;4838.04
2019-12-29 11:20:20;90;424.94;-3081.94
2019-12-29 11:20:20;95;162.85;4991.29
2020-03-02 16:20:34;3;304.1;267.44
2020-03-02 16:20:34;9;208.5;-4212.87
2020-03-02 16:20:34;22;151.08;-8468.86
2020-03-02 16:20:34;23;87.72;3507.23
2020-03-02 16:20:34;48;380.5;5700.81
2020-03-02 16:20:34;68;451.51;5699.94
2020-03-02 16:20:34;71;14.79;-219.92
2020-03-02 16:20:34;73;403.58;-3948.74
2020-03-02 16:20:34;85;377.24;1523.97
2020-01-02 06:46:04;1;382.66;-1649.97
2020-01-02 06:46:04;10;163.98;-947.06
2020-01-02 06:46:04;13;403.65;7373.46
2020-01-02 06:46:04;28;441.77;8362.41
2020-01-02 06:46:04;58;317.88;8061.76
2020-01-02 06:46:04;91;382.5;2587.15
2020-01-02 06:46:04;97;346.21;-130.02
2020-03-03 22:05:23;12;184.24;2829.57
2020-03-03 22:05:23;16;6.17;-8766.03
2020-03-03 22:05:23;27;446.16;8250.88
2020-03-03 22:05:23;51;28.19;7204.85
2020-03-03 22:05:23;56;249.26;-6842.12
2020-03-03 22:05:23;81;399.04;4932.35
2020-03-03 22:05:23;89;219.57;4089.29
2020-01-11 05:42:00;3;467.08;2970.55
2020-01-11 05:42:00;9;463.39;-8533.47
2020-01-11 05:42:00;22;346.44;1246.28
2020-01-11 05:42:00;23;406.51;1466.66
2020-01-11 05:42:00;48;142.87;-9461.39
2020-01-11 05:42:00;68;298.99;3420.92
2020-01-11 05:42:00;71;342.79;1817.16
2020-01-11 05:42:00;73;115.7;-9893.1
2020-01-11 05:42:00;85;203.95;4100.93
2019-12-09 03:47:21;1;494.46;1155.24
2019-12-09 03:47:21;10;269.13;2166.23
2019-12-09 03:47:21;13;203.49;5742.86
2019-12-09 03:47:21;28;286.41;9191.67
2019-12-09 03:47:21;58;223.88;-5001.53
2019-12-09 03:47:21;91;311.62;-710.15
2019-12-09 03:47:21;97;315.49;-1133.89
2019-12-27 16:00:22;3;166.89;-8575.46
2019-12-27 16:00:22;9;351.07;9958.25
2019-12-27 16:00:22;22;312.97;6949.01
2019-12-27 16:00:22;23;283.44;-6816.77
2019-12-27 16:00:22;48;205.13;506.33
2019-12-27 16:00:22;68;385.73;-803.59
2019-12-27 16:00:22;71;421.89;7758.61
2019-12-27 16:00:22;73;242.21;3799.56
2019-12-27 16:00:22;85;455.26;2741.99
2020-01-15 11:51:52;37;129.63;2154.08
2020-01-15 11:51:52;38;74.57;-5705.95
2020-01-15 11:51:52;39;311.68;-2279.23
2020-01-15 11:51:52;41;237.95;930.9
2020-01-15 11:51:52;65;89.66;-9653.05
2020-01-15 11:51:52;66;291.73;2629.5
2020-01-15 11:51:52;76;361.2;-500.58
2020-01-15 11:51:52;80;422.61;3918.28
2020-01-15 11:51:52;100;393.65;2934.06
2019-12-10 10:44:04;11;334.24;-4677.99
2019-12-10 10:44:04;15;83.13;9772.04
2019-12-10 10:44:04;20;267.05;4222.1
2019-12-10 10:44:04;21;454.29;5663.44
2019-12-10 10:44:04;36;107.17;-2842.3
2019-12-10 10:44:04;59;313.27;-3588.23
2020-01-21 12:38:32;4;326.62;-4482.71
2020-01-21 12:38:32;17;142.9;3414.01
2020-01-21 12:38:32;25;270.4;8317.73
2020-01-21 12:38:32;29;204.71;709.48
2020-01-21 12:38:32;32;76.43;8680.71
2020-01-21 12:38:32;40;55.88;3678.19
2020-01-21 12:38:32;92;292.38;-6789.38
2019-12-14 08:23:03;34;47.23;3653.31
2019-12-14 08:23:03;46;66.39;2336.25
2019-12-14 08:23:03;47;100.58;3723.33
2019-12-14 08:23:03;52;498.57;-8424.93
2019-12-14 08:23:03;74;275.69;9863.48
2019-12-14 08:23:03;78;209.7;-3086.34
2019-12-14 08:23:03;84;231.7;6758.78
2020-01-27 05:45:22;8;241.88;31.14
2020-01-27 05:45:22;45;228.41;5329.13
2020-01-27 05:45:22;61;13.69;8360.15
2020-01-27 05:45:22;87;142.28;595.67
2020-01-27 05:45:22;88;25.79;-425.3
2020-01-27 05:45:22;93;222.2;9212.33
2020-03-01 05:48:54;24;247.38;-1735.48
2020-03-01 05:48:54;33;493.66;-7331.02
2020-03-01 05:48:54;35;225.24;4161.28
2020-03-01 05:48:54;55;150.61;-5970.85
2020-03-01 05:48:54;63;140.59;7491.99
2020-03-01 05:48:54;70;161.13;-2910.46
2020-03-01 05:48:54;72;282.36;-217.62
2020-03-01 05:48:54;82;91.39;-8556.85
2020-03-01 05:48:54;96;229.84;7344.71
2020-02-07 08:59:47;8;97.72;8772.01
2020-02-07 08:59:47;45;246.91;9769.3
2020-02-07 08:59:47;61;283.29;-9732.17
2020-02-07 08:59:47;87;272.62;3702.84
2020-02-07 08:59:47;88;362.21;9238.22
2020-02-07 08:59:47;93;438.27;-931.37
2020-01-11 02:24:03;4;179.62;-1913.11
2020-01-11 02:24:03;17;86.5;9210.89
2020-01-11 02:24:03;25;273.9;800.85
2020-01-11 02:24:03;29;457.99;-2227.56
2020-01-11 02:24:03;32;483.34;-5969.45
2020-01-11 02:24:03;40;480.27;-968.46
2020-01-11 02:24:03;92;327.46;5032.12
2019-12-22 08:12:57;11;258.4;1697.76
2019-12-22 08:12:57;15;125.44;-3556.37
2019-12-22 08:12:57;20;253.04;-4945.81
2019-12-22 08:12:57;21;359.14;-9635.79
2019-12-22 08:12:57;36;3.21;7278.14
2019-12-22 08:12:57;59;322.4;8821.56
2019-12-16 03:45:11;14;383.66;-7844.95
2019-12-16 03:45:11;31;325.04;-3333.17
2019-12-16 03:45:11;53;480.08;767.65
2019-12-16 03:45:11;62;371.71;-177.49
2019-12-16 03:45:11;77;144.43;6888.52
2019-12-16 03:45:11;79;27.95;8956.2
2019-12-16 03:45:11;83;94.82;-4533.62
2019-12-16 03:45:11;94;445.75;-5276.0
2020-02-25 05:01:35;4;396.55;4702.7
2020-02-25 05:01:35;17;57.22;6349.04
2020-02-25 05:01:35;25;99.38;-4127.58
2020-02-25 05:01:35;29;234.51;-2534.63
2020-02-25 05:01:35;32;50.99;-9552.15
2020-02-25 05:01:35;40;9.45;-5918.15
2020-02-25 05:01:35;92;369.25;-5908.19
2020-02-22 19:42:50;1;83.13;-5525.84
2020-02-22 19:42:50;10;280.71;5640.95
2020-02-22 19:42:50;13;67.28;-4109.79
2020-02-22 19:42:50;28;393.04;-2523.74
2020-02-22 19:42:50;58;168.25;-8919.94
2020-02-22 19:42:50;91;243.6;-9787.55
2020-02-22 19:42:50;97;13.63;8965.48
2020-01-26 13:23:36;2;328.95;1861.75
2020-01-26 13:23:36;7;89.65;9761.21
2020-01-26 13:23:36;19;249.42;1605.72
2020-01-26 13:23:36;26;441.22;8837.47
2020-01-26 13:23:36;30;257.17;5643.52
2020-01-26 13:23:36;57;115.76;5955.9
2020-01-26 13:23:36;69;439.72;-9267.42
2020-01-26 13:23:36;75;341.89;7259.31
2020-02-23 02:54:13;34;260.28;-7385.07
2020-02-23 02:54:13;46;314.98;-1084.97
2020-02-23 02:54:13;47;281.57;9449.57
2020-02-23 02:54:13;52;125.83;7307.24
2020-02-23 02:54:13;74;172.06;1501.81
2020-02-23 02:54:13;78;279.82;-3286.94
2020-02-23 02:54:13;84;499.59;-5970.48
2020-03-01 11:15:31;6;41.81;-3375.65
2020-03-01 11:15:31;18;56.33;-4722.34
2020-03-01 11:15:31;49;438.54;-8806.8
2020-03-01 11:15:31;50;481.59;-3984.82
2020-03-01 11:15:31;60;67.73;2003.55
2020-03-01 11:15:31;64;489.51;-4235.8
2020-03-01 11:15:31;86;443.94;6383.07
2020-03-01 11:15:31;90;33.13;5599.58
2020-03-01 11:15:31;95;373.19;7795.95
2020-01-16 11:11:56;1;244.05;9179.69
2020-01-16 11:11:56;10;18.47;9073.43
2020-01-16 11:11:56;13;221.25;4765.57
2020-01-16 11:11:56;28;180.86;-8958.94
2020-01-16 11:11:56;58;107.78;399.02
2020-01-16 11:11:56;91;54.53;-7368.77
2020-01-16 11:11:56;97;396.95;956.63
2020-01-21 22:24:28;12;4.97;-3429.68
2020-01-21 22:24:28;16;76.93;-1737.95
2020-01-21 22:24:28;27;458.94;-4705.14
2020-01-21 22:24:28;51;481.06;-113.67
2020-01-21 22:24:28;56;91.77;-5409.3
2020-01-21 22:24:28;81;407.02;6910.2
2020-01-21 22:24:28;89;339.75;-7862.95
2020-01-11 11:11:37;1;359.59;2208.09
2020-01-11 11:11:37;10;446.12;-9855.69
2020-01-11 11:11:37;13;270.75;8357.69
2020-01-11 11:11:37;28;308.19;-1672.14
2020-01-11 11:11:37;58;460.92;4435.99
2020-01-11 11:11:37;91;163.96;-4488.34
2020-01-11 11:11:37;97;27.66;4904.56
2020-01-28 13:01:58;12;356.83;-2412.96
2020-01-28 13:01:58;16;84.67;8508.81
2020-01-28 13:01:58;27;197.98;-8914.49
2020-01-28 13:01:58;51;130.21;-9539.31
2020-01-28 13:01:58;56;102.33;-6125.14
2020-01-28 13:01:58;81;272.61;9759.24
2020-01-28 13:01:58;89;20.93;-2666.03
2020-01-03 18:31:46;12;487.3;-7220.74
2020-01-03 18:31:46;16;306.02;-5281.61
2020-01-03 18:31:46;27;434.18;-3918.85
2020-01-03 18:31:46;51;166.04;9989.39
2020-01-03 18:31:46;56;291.0;-6773.8
2020-01-03 18:31:46;81;182.94;2676.41
2020-01-03 18:31:46;89;382.87;6031.83
2020-02-05 08:53:48;1;448.51;-1427.73
2020-02-05 08:53:48;10;149.34;-1142.08
2020-02-05 08:53:48;13;139.82;4796.8
2020-02-05 08:53:48;28;117.83;7935.37
2020-02-05 08:53:48;58;287.55;-2016.52
2020-02-05 08:53:48;91;340.25;5935.01
2020-02-05 08:53:48;97;5.11;-8056.3
2020-01-20 08:30:21;3;475.31;3606.02
2020-01-20 08:30:21;9;102.46;2202.45
2020-01-20 08:30:21;22;140.92;-4945.77
2020-01-20 08:30:21;23;384.54;8529.96
2020-01-20 08:30:21;48;55.36;982.03
2020-01-20 08:30:21;68;271.44;-5577.74
2020-01-20 08:30:21;71;53.78;2440.22
2020-01-20 08:30:21;73;197.91;-6828.69
2020-01-20 08:30:21;85;455.84;9281.14
2020-03-06 08:22:10;24;86.06;-4269.04
2020-03-06 08:22:10;33;121.28;-3669.87
2020-03-06 08:22:10;35;454.89;-6860.49
2020-03-06 08:22:10;55;82.15;1146.35
2020-03-06 08:22:10;63;414.35;-3383.62
2020-03-06 08:22:10;70;372.77;-2992.76
2020-03-06 08:22:10;72;169.99;7717.59
2020-03-06 08:22:10;82;365.9;-5627.15
2020-03-06 08:22:10;96;8.8;-3017.95
2020-02-26 08:20:46;34;57.38;5852.45
2020-02-26 08:20:46;46;382.58;1.97
2020-02-26 08:20:46;47;51.16;5486.25
2020-02-26 08:20:46;52;335.59;-3351.49
2020-02-26 08:20:46;74;460.03;9244.48
2020-02-26 08:20:46;78;327.11;6130.34
2020-02-26 08:20:46;84;211.77;-8079.82
2019-12-16 11:16:50;2;131.31;-4030.43
2019-12-16 11:16:50;7;61.08;4996.46
2019-12-16 11:16:50;19;241.8;-257.43
2019-12-16 11:16:50;26;448.44;-9950.09
2019-12-16 11:16:50;30;232.14;9592.97
2019-12-16 11:16:50;57;3.53;3723.81
2019-12-16 11:16:50;69;9.8;-1477.52
2019-12-16 11:16:50;75;298.84;1922.46
2020-01-08 01:06:49;6;316.13;-4051.56
2020-01-08 01:06:49;18;473.75;-8235.64
2020-01-08 01:06:49;49;492.96;713.51
2020-01-08 01:06:49;50;14.66;-8811.13
2020-01-08 01:06:49;60;380.63;7770.66
2020-01-08 01:06:49;64;12.71;-9910.19
2020-01-08 01:06:49;86;100.4;9947.32
2020-01-08 01:06:49;90;499.44;1351.5
2020-01-08 01:06:49;95;222.56;-6880.88
2020-02-01 20:49:39;3;358.83;5122.45
2020-02-01 20:49:39;9;370.56;-3183.23
2020-02-01 20:49:39;22;448.13;7985.31
2020-02-01 20:49:39;23;351.65;2319.72
2020-02-01 20:49:39;48;92.98;-5444.34
2020-02-01 20:49:39;68;25.33;8853.61
2020-02-01 20:49:39;71;296.33;-2855.8
2020-02-01 20:49:39;73;289.31;-6167.11
2020-02-01 20:49:39;85;18.93;-8421.41
2019-12-11 06:41:42;24;422.79;-7088.97
2019-12-11 06:41:42;33;459.81;-9848.14
2019-12-11 06:41:42;35;143.04;-5869.98
2019-12-11 06:41:42;55;497.76;9808.72
2019-12-11 06:41:42;63;185.32;3394.7
2019-12-11 06:41:42;70;264.13;-262.55
2019-12-11 06:41:42;72;423.11;-9870.25
2019-12-11 06:41:42;82;43.94;8263.13
2019-12-11 06:41:42;96;484.28;915.64
2020-01-02 20:33:21;34;452.73;5399.61
2020-01-02 20:33:21;46;90.74;4531.38
2020-01-02 20:33:21;47;343.66;-9849.44
2020-01-02 20:33:21;52;101.26;-837.88
2020-01-02 20:33:21;74;227.83;-1800.38
2020-01-02 20:33:21;78;483.4;-7256.88
2020-01-02 20:33:21;84;116.4;-2646.53
2019-12-26 15:39:11;8;259.55;5228.19
2019-12-26 15:39:11;45;222.18;-4076.58
2019-12-26 15:39:11;61;0.39;-8646.42
2019-12-26 15:39:11;87;188.14;-9960.48
2019-12-26 15:39:11;88;443.57;149.58
2019-12-26 15:39:11;93;0.99;4558.88
2019-12-25 21:50:06;37;416.83;-1164.72
2019-12-25 21:50:06;38;118.28;-1860.45
2019-12-25 21:50:06;39;484.74;-7831.7
2019-12-25 21:50:06;41;216.3;8673.15
2019-12-25 21:50:06;65;257.8;2692.4
2019-12-25 21:50:06;66;261.09;-5301.93
2019-12-25 21:50:06;76;222.41;-1874.4
2019-12-25 21:50:06;80;425.84;-709.02
2019-12-25 21:50:06;100;253.68;-2170.42
2020-01-30 16:39:58;34;360.42;-6785.58
2020-01-30 16:39:58;46;156.98;5003.88
2020-01-30 16:39:58;47;75.22;4834.76
2020-01-30 16:39:58;52;81.44;3965.04
2020-01-30 16:39:58;74;367.39;9351.09
2020-01-30 16:39:58;78;142.65;-6529.1
2020-01-30 16:39:58;84;78.74;-9258.62
2020-02-15 21:33:17;14;303.76;9897.8
2020-02-15 21:33:17;31;56.67;8198.07
2020-02-15 21:33:17;53;260.13;-9938.27
2020-02-15 21:33:17;62;420.3;-5962.32
2020-02-15 21:33:17;77;246.5;-2459.26
2020-02-15 21:33:17;79;29.55;-3949.93
2020-02-15 21:33:17;83;374.12;-492.99
2020-02-15 21:33:17;94;375.46;4787.92
2019-12-18 16:57:41;1;237.24;7285.07
2019-12-18 16:57:41;10;394.61;9635.15
2019-12-18 16:57:41;13;182.55;1649.45
2019-12-18 16:57:41;28;99.66;-9060.27
2019-12-18 16:57:41;58;406.52;-9240.48
2019-12-18 16:57:41;91;436.79;-6511.84
2019-12-18 16:57:41;97;351.75;-2894.59
2019-12-05 04:36:07;11;306.45;-8223.73
2019-12-05 04:36:07;15;285.82;-5538.75
2019-12-05 04:36:07;20;82.92;1770.72
2019-12-05 04:36:07;21;27.12;-1579.69
2019-12-05 04:36:07;36;320.25;-8931.82
2019-12-05 04:36:07;59;451.92;6837.62
2020-01-04 03:33:50;4;8.85;4700.48
2020-01-04 03:33:50;17;327.85;-6634.07
2020-01-04 03:33:50;25;282.05;-2077.37
2020-01-04 03:33:50;29;251.99;-2923.63
2020-01-04 03:33:50;32;74.63;7257.62
2020-01-04 03:33:50;40;466.77;280.55
2020-01-04 03:33:50;92;2.15;-5015.04
2020-02-28 16:59:11;34;180.59;5049.06
2020-02-28 16:59:11;46;386.64;-2462.85
2020-02-28 16:59:11;47;76.82;-990.08
2020-02-28 16:59:11;52;146.41;-1656.8
2020-02-28 16:59:11;74;405.65;-648.03
2020-02-28 16:59:11;78;240.61;-9427.41
2020-02-28 16:59:11;84;59.09;-3143.75
2020-01-30 19:27:49;8;222.27;-9466.08
2020-01-30 19:27:49;45;195.75;-2778.76
2020-01-30 19:27:49;61;234.62;8123.65
2020-01-30 19:27:49;87;163.04;3859.01
2020-01-30 19:27:49;88;1.79;6136.66
2020-01-30 19:27:49;93;144.14;-3612.01
2019-12-02 16:34:47;6;376.1;3744.21
2019-12-02 16:34:47;18;211.48;-7026.95
2019-12-02 16:34:47;49;143.83;-4347.96
2019-12-02 16:34:47;50;271.69;-8333.9
2019-12-02 16:34:47;60;160.31;-790.12
2019-12-02 16:34:47;64;467.34;4496.02
2019-12-02 16:34:47;86;60.86;-8011.55
2019-12-02 16:34:47;90;298.04;-1082.96
2019-12-02 16:34:47;95;265.92;-8412.0
2020-01-11 16:38:18;11;419.71;-3762.66
2020-01-11 16:38:18;15;224.82;-3025.46
2020-01-11 16:38:18;20;389.73;-2265.55
2020-01-11 16:38:18;21;323.77;2479.47
2020-01-11 16:38:18;36;149.95;-7933.7
2020-01-11 16:38:18;59;2.72;-742.39
2020-01-29 02:26:30;2;52.79;1174.63
2020-01-29 02:26:30;7;397.82;310.76
2020-01-29 02:26:30;19;359.97;2298.92
2020-01-29 02:26:30;26;169.57;-2226.36
2020-01-29 02:26:30;30;145.25;7655.54
2020-01-29 02:26:30;57;164.73;8889.46
2020-01-29 02:26:30;69;214.39;9988.85
2020-01-29 02:26:30;75;1.37;-8709.99
2019-12-18 14:52:00;3;435.15;-5588.44
2019-12-18 14:52:00;9;133.9;-8461.09
2019-12-18 14:52:00;22;67.34;1200.96
2019-12-18 14:52:00;23;88.92;8685.58
2019-12-18 14:52:00;48;167.5;-6007.55
2019-12-18 14:52:00;68;445.17;-501.69
2019-12-18 14:52:00;71;141.03;-1088.92
2019-12-18 14:52:00;73;365.9;-1116.23
2019-12-18 14:52:00;85;487.76;3152.24
2020-02-12 14:59:17;37;109.48;8367.62
2020-02-12 14:59:17;38;217.08;9776.12
2020-02-12 14:59:17;39;386.66;-965.95
2020-02-12 14:59:17;41;256.91;1539.87
